Niveau,Onderwijsstructuur,Soort,Indeling,Indelingstype,Type onderwijsdoel,Titel 1,Titel 2,Titel 3,Nummer / Code,Onderwijsdoel,Attitudinaal,Geldig vanaf,Id,Onderwijsniveau_id,Verwant leergebied,Verwant subdomein,Verwant thema
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Kerncomponenten van techniek,,2.5.,De leerlingen kunnen illustreren dat technische systemen evolueren en verbeteren;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-kerncomponenten-van-techniek
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Kerncomponenten van techniek,,2.6.,De leerlingen kunnen illustreren hoe technische systemen onder meer gebaseerd zijn op kennis over eigenschappen van materialen of over natuurlijke verschijnselen;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-kerncomponenten-van-techniek
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Kerncomponenten van techniek,,2.7.,"De leerlingen kunnen in concrete ervaringen stappen van het technisch proces herkennen (het probleem stellen, oplossingen ontwikkelen, maken, in gebruik nemen, evalueren);",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-kerncomponenten-van-techniek
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Kerncomponenten van techniek,,2.8.,"De leerlingen kunnen technische systemen, het technisch proces, hulpmiddelen en keuzen herkennen binnen verschillende toepassingsgebieden van techniek.",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-kerncomponenten-van-techniek
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.9.,"De leerlingen kunnen een probleem, ontstaan vanuit een behoefte, technisch oplossen door verschillende stappen van het technisch proces te doorlopen;",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.9,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.10.,"De leerlingen kunnen bepalen aan welke vereisten het technisch systeem dat ze willen gebruiken of realiseren, moet voldoen;",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.10,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.11.,De leerlingen kunnen ideeën genereren voor een ontwerp van een technisch systeem;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.11,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.12.,"De leerlingen kunnen keuzen maken bij het gebruiken of realiseren van een technisch systeem, rekening houdend met de behoefte, met de vereisten en met de beschikbare hulpmiddelen;",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.12,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.13.,De leerlingen kunnen een eenvoudige werktekening of handleiding stap voor stap uitvoeren;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.13,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.14.,De leerlingen kunnen werkwijzen en technische systemen vergelijken en over beide een oordeel formuleren aan de hand van criteria;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.14,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.15.,De leerlingen kunnen technische systemen in verschillende toepassingsgebieden van techniek gebruiken en/of realiseren.,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.15,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek als menselijke activiteit,,2.16.,"De leerlingen zijn bereid hygiënisch, nauwkeurig, veilig en zorgzaam te werken.",Ja,31/08/2011,basis-lager-wetenschap-en-techniek-2.16,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-als-menselijke-activiteit
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek en samenleving,,2.17.,De leerlingen kunnen illustreren dat techniek en samenleving elkaar beïnvloeden;,Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.17,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-en-samenleving
Basisonderwijs,Lager Onderwijs,Gewoon,Wetenschappen en techniek,Leergebied,Eindtermen,Techniek,Techniek en samenleving,,2.18.,"De leerlingen kunnen aan de hand van voorbeelden uit verschillende toepassingsgebieden van techniek illustreren dat technische systemen nuttig, gevaarlijk en/of schadelijk kunnen zijn voor henzelf, voor anderen of voor natuur en milieu.",Nee,31/08/2011,basis-lager-wetenschap-en-techniek-2.18,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wetenschap-en-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/s-techniek,http://ilearn.ilabt.imec.be/vocab/curr2/t-techniek-en-samenleving
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.1,"De leerlingen kunnen tellen en terugtellen met eenheden, tweetallen, vijftallen en machten van tien.",Nee,31/08/1994,basis-lager-wiskunde-1.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.2,De leerlingen kunnen de verschillende functies van natuurlijke getallen herkennen en verwoorden.,Nee,31/08/1994,basis-lager-wiskunde-1.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.3,"De leerlingen kennen de betekenis van: optellen, aftrekken, vermenigvuldigen, delen, veelvoud, deler, gemeenschappelijke deler, grootste gemeenschappelijke deler, kleinste gemeenschappelijk veelvoud, procent, som, verschil, product, quotiënt en rest. Zij kunnen correcte voorbeelden geven en kunnen verwoorden in welke situatie ze dit handig kunnen gebruiken.",Nee,31/08/1994,basis-lager-wiskunde-1.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.4,"De leerlingen herkennen in voorbeelden dat breuken kunnen uitgelegd worden als: een stuk (deel) van, een verhouding, een verdeling,een deling, een vermenigvuldigingsfactor (operator), een getal (met een plaats op een getallenlijn), weergave van het kans. De leerlingen kunnen volgende terminologie hanteren: stambreuk, teller, noemer, breukstreep, gelijknamig, gelijkwaardig.",Nee,31/08/1994,basis-lager-wiskunde-1.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.5,"De leerlingen kunnen natuurlijke getallen van maximaal 10 cijfers en kommagetallen (met 3 decimalen), eenvoudige breuken, eenvoudige procenten lezen, noteren, ordenen en op een getallenlijn plaatsen.",Nee,31/08/1994,basis-lager-wiskunde-1.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.6,"De leerlingen kunnen volgende symbolen benoemen, noteren en hanteren: = ≠ + - x . : / ÷ % en ( ) in bewerkingen.",Nee,31/08/1994,basis-lager-wiskunde-1.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.7,De leerlingen kunnen door het geven van een paar voorbeelden uit hun eigen leefwereld en in hun leermateriaal aantonen dat doorheen de geschiedenis en ook in niet-westerse culturen andere wiskundige systemen met betrekking tot getallen werden en worden beoefend.,Nee,31/08/1994,basis-lager-wiskunde-1.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.8,De leerlingen kunnen gevarieerde hoeveelheidsaanduidingen lezen en interpreteren.,Nee,31/08/1994,basis-lager-wiskunde-1.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.9,"De leerlingen kunnen in gesprekken de geleerde symbolen, terminologie, notatiewijzen en conventies gebruiken.",Nee,31/08/1994,basis-lager-wiskunde-1.9,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.10,"De leerlingen zijn in staat tot een onmiddellijk geven van correcte resultaten bij optellen en aftrekken tot 10, bij tafels van vermenigvuldiging tot en met de tafels van 10 en de bijhorende deeltafels.",Nee,31/08/1994,basis-lager-wiskunde-1.10,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Begripsvorming-wiskundetaal-feitenkennis,,1.11,De leerlingen hebben inzicht in de relaties tussen de bewerkingen.,Nee,31/08/1994,basis-lager-wiskunde-1.11,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.12,"De leerlingen kunnen orde en regelmaat ontdekken in getallenpatronen onder meer om te komen tot de kenmerken van deelbaarheid door 2, 3, 5, 9, 10 en die te kunnen toepassen.",Nee,31/08/1994,basis-lager-wiskunde-1.12,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.13,"De leerlingen voeren opgaven uit het hoofd uit waarbij ze een doelmatige oplossingsweg kiezen op basis van inzicht in de eigenschappen van bewerkingen en in de structuur van getallen: 
- optellen en aftrekken tot honderd
- optellen en aftrekken met grote getallen met eindnullen
- vermenigvuldigen met en delen naar analogie met de tafels",Nee,31/08/1994,basis-lager-wiskunde-1.13,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.14,"De leerlingen kunnen op concrete wijze de volgende eigenschappen van bewerkingen verwoorden en toepassen: van plaats wisselen, schakelen, splitsen en verdelen.",Nee,31/08/1994,basis-lager-wiskunde-1.14,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.15,De leerlingen zijn in staat getallen af te ronden. De graad van nauwkeurigheid wordt bepaald door het doel van het afronden en door de context.,Nee,31/08/1994,basis-lager-wiskunde-1.15,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.16,De leerlingen kunnen de uitkomst van een berekening bij benadering bepalen.,Nee,31/08/1994,basis-lager-wiskunde-1.16,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.17,De leerlingen kunnen schatprocedures vinden bij niet exact bepaalde of niet exact te bepalen gegevens.,Nee,31/08/1994,basis-lager-wiskunde-1.17,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.18,"De leerlingen kunnen in eenvoudige getallen de gelijkwaardigheid tussen kommagetallen, breuken en procenten vaststellen en verduidelijken door omzettingen.",Nee,31/08/1994,basis-lager-wiskunde-1.18,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.19,De leerlingen kunnen de delers van een natuurlijk getal (=100) vinden; zij kunnen van twee dergelijke getallen de (grootste) gemeenschappelijke deler(s) vinden.,Nee,31/08/1994,basis-lager-wiskunde-1.19,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.20,"De leerlingen kunnen de veelvouden van een natuurlijk getal (<20) vinden, zij kunnen van twee dergelijke getallen het (kleinste) gemeenschappelijk veelvoud vinden.",Nee,31/08/1994,basis-lager-wiskunde-1.20,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.21,"De leerlingen zijn in staat in concrete situaties (onder meer tussen grootheden) eenvoudige verhoudingen vast te stellen, te vergelijken, hun gelijkwaardigheid te beoordelen en het ontbrekend verhoudingsgetal te berekenen.",Nee,31/08/1994,basis-lager-wiskunde-1.21,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.22,De leerlingen kunnen eenvoudige breuken gelijknamig maken in functie van het optellen en aftrekken van breuken of in functie van het ordenen en het vergelijken van breuken.,Nee,31/08/1994,basis-lager-wiskunde-1.22,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.23,De leerlingen kunnen in een zinvolle context eenvoudige breuken en kommagetallen optellen en aftrekken. In een zinvolle context kunnen zij eveneens een eenvoudige breuk vermenigvuldigen met een natuurlijk getal.,Nee,31/08/1994,basis-lager-wiskunde-1.23,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.24,"De leerlingen kennen de cijferalgoritmen. Zij kunnen cijferend vier hoofdbewerkingen uitvoeren met natuurlijke en met kommagetallen:
- optellen met max. 5 getallen: de som < 10 000 000;
- aftrekken: aftrektal < 10 000 000 en max. 8 cijfers;
- vermenigvuldigen: vermenigvuldiger bestaat uit max. 3 cijfers; het product = max. 8 cijfers (2 cijfers na de komma);
- delen: deler bestaat uit max. 3 cijfers; quotiënt max. 2 cijfers na de komma.",Nee,31/08/1994,basis-lager-wiskunde-1.24,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.25,De leerlingen kunnen eenvoudige procentberekeningen maken met betrekking tot praktische situaties.,Nee,31/08/1994,basis-lager-wiskunde-1.25,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.26,De leerlingen kunnen de zakrekenmachine doelmatig gebruiken voor de hoofdbewerkingen (zie ook 1.28).,Nee,31/08/1994,basis-lager-wiskunde-1.26,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.27,"De leerlingen zijn in staat uitgevoerde bewerkingen te controleren, onder meer met de zakrekenmachine.",Nee,31/08/1994,basis-lager-wiskunde-1.27,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.28,De leerlingen kunnen in contexten vaststellen welke wiskundige bewerkingen met betrekking tot getallen toepasselijk zijn en welke het meest aangewezen en economisch zijn.,Nee,31/08/1994,basis-lager-wiskunde-1.28,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Getallen,Procedures,,1.29*,"De leerlingen zijn bereid verstandige zoekstrategieën aan te wenden die helpen bij het aanpakken van wiskundige problemen met betrekking tot getallen, meten, ruimtelijke oriëntatie en meetkunde.",Ja,31/08/1994,basis-lager-wiskunde-1.29s,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-getallen,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Meten,,,2.1,"De leerlingen kennen de belangrijkste grootheden en maateenheden met betrekking tot lengte, oppervlakte, inhoud, gewicht(massa) tijd, snelheid, temperatuur en hoekgrootte en ze kunnen daarbij de relatie leggen tussen de grootheid en de maateenheid.",Nee,31/08/1994,basis-lager-wiskunde-2.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-meten,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Meten,Begripsvorming-wiskundetaal-feitenkennis,,2.2,"De leerlingen kennen de symbolen, notatiewijzen en conventies bij de gebruikelijke maateenheden en kunnen meetresultaten op veelzijdige wijze noteren en op verschillende wijze groeperen.",Nee,31/08/1994,basis-lager-wiskunde-2.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-meten,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Meten,Begripsvorming-wiskundetaal-feitenkennis,,2.3,De leerlingen kunnen veel voorkomende maten in verband brengen met betekenisvolle situaties.,Nee,31/08/1994,basis-lager-wiskunde-2.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-meten,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Meten,Begripsvorming-wiskundetaal-feitenkennis,,2.4,"De leerlingen kunnen de functie van de begrippen ""schaal"" en ""gemiddelde"" aan de hand van concrete voorbeelden verwoorden.",Nee,31/08/1994,basis-lager-wiskunde-2.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-meten,
Basisonderwijs,Lager Onderwijs,Gewoon,Wiskunde,Leergebied,Eindtermen,Wiskunde - Meten,Begripsvorming-wiskundetaal-feitenkennis,,2.5,De leerlingen weten dat bij temperatuurmeting 0 °C het vriespunt is en weten dat de temperaturen beneden het vriespunt met een negatief getal worden aangeduid.,Nee,31/08/1994,basis-lager-wiskunde-2.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-wiskunde,http://ilearn.ilabt.imec.be/vocab/curr2/s-meten,
