Niveau,Soort,Graad,Stroom,Sleutelcompetentie,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,1ste graad,A-stroom,5. Sociaal-relationele competenties,Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.1,De leerlingen bewaken in interacties hun eigen fysieke en mentale grenzen.,Ja,,,,,,,,,,31/08/2015,,sec-5.1-454026520,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-sociaal-relationele-vorming,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,5. Sociaal-relationele competenties,Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.2,"De leerlingen houden in interacties rekening met de opvattingen, fysieke en mentale grenzen en emoties van anderen.",Ja,,,,,,,,,,31/08/2015,,sec-5.2-3417970091,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-sociaal-relationele-vorming,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,5. Sociaal-relationele competenties,Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.3,De leerlingen demonstreren hoe ze respectvol reageren tegen pest- en uitsluitingsgedrag.,Nee,,"'- Pest- en uitsluitingsgedrag
- Fysieke en mentale grenzen",'- Strategieën om respectvol te reageren tegen pest- en uitsluitingsgedrag,,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-5.3-3635573952,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-sociaal-relationele-vorming,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,5. Sociaal-relationele competenties,Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.4,De leerlingen demonstreren in informele en formele relaties geschikte sociale vaardigheden.,Nee,,"'- Formele en informele relaties 
- Leefregels en afspraken
- Empathie","'- Strategieën om sociale vaardigheden in formele en informele relaties te hanteren
- Strategieën om grenzen te stellen en te bewaken via aanvaardbaar verbaal en non-verbaal gedrag",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-5.4-3152607923,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-sociaal-relationele-vorming,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,5. Sociaal-relationele competenties,Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.5,De leerlingen dragen in groepsactiviteiten met een welomschreven opdracht actief bij aan de uitwerking van een gezamenlijk resultaat.,Nee,,'- Rollen en gedrag van personen in groepsactiviteiten,'- Methoden om in overleg taken te verdelen en te plannen,,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-5.5-3940081424,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-sociaal-relationele-vorming,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.1,De leerlingen bewaken in interacties hun eigen fysieke en mentale grenzen.,Ja,,,,,,,,,,31/08/2015,,sec-5.1-454026520,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Zichzelf als lerende begrijpen en positioneren ten aanzien van leren in het algemeen en van specifieke leerdomeinen.,13.1,De leerlingen beoordelen zowel het belang van een opdracht voor zichzelf als lerende als de relatie tussen de eigen en de vereiste competenties voor de uitvoering van de opdracht.,Nee,,"'- Leeropvattingen
- Soorten leerstrategieën zoals stapsgewijze verwerking, diepteverwerking, zelfregulatie",,"'- Eigen voorkeuren en interesse
- Eigen mogelijkheden en beperkingen (in relatie tot de opdracht)",,,beheersingsniveau evalueren,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-13.1-156428157,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-leren-leren
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Zichzelf als lerende begrijpen en positioneren ten aanzien van leren in het algemeen en van specifieke leerdomeinen.,13.2,De leerlingen reflecteren aan de hand van richtvragen over de impact van de eigen en andermans leeropvattingen en -strategieën op de uitvoering van een opdracht.,Nee,,"'- Leeropvattingen
- Soorten leerstrategieën zoals stapsgewijze verwerking, diepteverwerking, zelfregulatie",'- Leerstrategieën,"'- Leeropvattingen in relatie tot de opdracht
- Leerstrategieën 
- Reflectievaardigheden en -proces",,,beheersingsniveau evalueren,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-13.2-3216889722,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-leren-leren
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Interpersoonlijke relaties opbouwen, onderhouden en versterken.",5.4,De leerlingen demonstreren in informele en formele relaties geschikte sociale vaardigheden.,Nee,,"'- Formele en informele relaties 
- Leefregels en afspraken
- Empathie","'- Strategieën om sociale vaardigheden in formele en informele relaties te hanteren
- Strategieën om grenzen te stellen en te bewaken via aanvaardbaar verbaal en non-verbaal gedrag",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-5.4-3152607923,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-relaties
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Leeropvattingen, -proces en -resultaten reguleren.",13.14,De leerlingen beoordelen hun leerproces en -resultaat op afgesproken momenten en aan de hand van aangereikte criteria.,Nee,,'- Evaluatiecriteria,,"'- Eigen mogelijkheden en beperkingen
- Reflectievaardigheden en -proces",,,beheersingsniveau evalueren,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-13.14-2733767119,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-reguleren
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Het mentaal welbevinden opbouwen, onderhouden en versterken.",1.15,De leerlingen verwoorden met behulp van richtvragen welke gebeurtenissen hen zelfvertrouwen geven en welke gebeurtenissen hen onzeker maken in het kader van hun welbevinden.,Nee,,"'- Zelfbeeld
- Zelfvertrouwen",,'- Zelfkennis aangaande gebeurtenissen die zelfvertrouwen geven of onzekerheid geven,,,beheersingsniveau analyseren,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-1.15-3869742743,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mentaal-welbevinden
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Verbeelding gericht inzetten bij het creëren van artistiek werk.,16.7,De leerlingen creëren artistiek werk vanuit een afgebakende opdracht en de eigen verbeelding.,Nee,,"'- Elementaire artistieke vaktaal: samenhang, herhaling, contrast, verwachting en verrassing
- Basistechnieken en materialen van de gekozen discipline zoals de beeldende kunsten, audiovisuele kunsten, dans, muziek, drama, in functie van de afgebakende opdracht","'- Gebruik van basistechnieken van de gekozen discipline
- Manieren om buiten de eigen comfortzone te treden door verbeelding in te zetten",,,,beheersingsniveau creëren,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-16.7-3256151243,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-kunstcreatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Leeropvattingen, -proces en -resultaten reguleren.",13.15,De leerlingen analyseren sterktes en zwaktes van hun leerresultaat en hun doorlopen leerproces aan de hand van richtvragen.,Nee,,,,"'- Attributie: intern, extern
- Reflectievaardigheden en -proces",,,beheersingsniveau analyseren,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-13.15-1963907548,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-reguleren
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Verbeelding gericht inzetten bij het creëren van artistiek werk.,16.8,"De leerlingen experimenteren met diverse artistieke bouwstenen zoals taal, lichaam, ruimte, tijd, vorm, kleur, klank, digitale data.",Nee,,,"'- Convergent en divergent denken in functie van artistiek handelen
- Manieren om te variëren en combineren met artistieke bouwstenen
- Werkwijzen om ideeën en inspiratie te verzamelen zoals bestuderen van artistieke werken, verzamelen van indrukken of objecten, noteren, documenteren",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-16.8-2087687018,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-kunstcreatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Het mentaal welbevinden opbouwen, onderhouden en versterken.",1.16,De leerlingen uiten hun gevoelens respectvol.,Ja,,,,,,,,,,31/08/2015,,sec-1.16-603277467,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mentaal-welbevinden
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Verbeelding gericht inzetten bij het creëren van artistiek werk.,16.9,De leerlingen tonen hun artistiek werk aan de hand van elementaire presentatietechnieken.,Nee,,,"'- Elementaire presentatietechnieken eigen aan de kunsten
- Elementaire codes van het (zich) tonen zoals richten naar het publiek, opstellen van eigen beeldend werk, geconcentreerd uitvoeren, in ontvangst nemen van appreciatie",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-16.9-2332137488,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-kunstcreatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Het mentaal welbevinden opbouwen, onderhouden en versterken.",1.17,"De leerlingen benoemen met behulp van richtvragen bij een gebeurtenis hun gedachten, gevoelens en gedrag en de gevolgen van die gebeurtenis voor zichzelf.",Nee,,"'- De samenhang tussen een gebeurtenis en gedachten, gevoelens, gedrag en de gevolgen van die gebeurtenis voor zichzelf
- Gevoelens en hun functie
- Verbaal en non-verbaal gedrag
- Fysieke en mentale grenzen",,"'- Eigen gedachten, gevoelens en gedrag",,,beheersingsniveau analyseren,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-1.17-4113534366,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mentaal-welbevinden
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Leeropvattingen, -proces en -resultaten reguleren.",13.16,"De leerlingen reguleren hun leeropvattingen, hun leerproces en hun leerresultaat a.d.h.v. een werkwijze en strategieën.",Nee,,"'- Leeropvattingen
- Leerstrategieën zoals stapsgewijze verwerking, diepteverwerking, zelfregulatie","'- Hefbomen om de motivatie- of leerstrategie te verbeteren
- Kwaliteitssysteem/werkwijze zoals PDCA, beertjes van Meichembaum","'- Eigen leeropvattingen en -strategieën
- Eigen mogelijkheden en beperkingen
- Reflectievaardigheden en -proces",,,beheersingsniveau evalueren,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-13.16-2319521248,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-reguleren
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Het mentaal welbevinden opbouwen, onderhouden en versterken.",1.18,De leerlingen zoeken hulp in het geval van intra- en interpersoonlijke problemen.,Ja,,,,,,,,,,31/08/2015,,sec-1.18-1261223856,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mentaal-welbevinden
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,Verbeelding gericht inzetten bij het creëren van artistiek werk.,16.10,De leerlingen reflecteren aan de hand van aangereikte criteria over hun artistiek product en proces en over dat van medeleerlingen.,Nee,,"'- Elementaire artistieke vaktaal: samenhang, herhaling, contrast, verwachting en verrassing zoals gehanteerd in beeldende kunst, audiovisuele kunst, muziek, dans en drama","'- Manier om artistieke keuzes toe te lichten
- Manieren om effect te bereiken
- Manieren om feedback te verwerken in eigen artistiek werk",'- Eigen artistieke mogelijkheden,,,beheersingsniveau analyseren,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-16.10-4206691557,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-kunstcreatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"14. Zelfbewustzijn en zelfexpressie, zelfsturing en wendbaarheid",Eindtermen,Bouwsteen,"Het mentaal welbevinden opbouwen, onderhouden en versterken.",1.19,De leerlingen geven aan waar ze hulp kunnen vinden in geval van intra- en  interpersoonlijke problemen.,Nee,"'- Personen en organisaties die eerstelijnshulp bieden zoals leerlingenbegeleiding, JAC, huisarts, AWEL",,,,,,beheersingsniveau begrijpen,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-1.19-1763515283,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-zelfbewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mentaal-welbevinden
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,De dynamiek en de gelaagdheid van (eigen) identiteiten duiden.,7.1,De leerlingen lichten de gelaagdheid en de dynamiek van identiteiten en de mogelijke gevolgen ervan voor relaties met anderen toe.,Nee,"'- Erkende symbolen van de Vlaamse gemeenschap, België en de Europese Unie","'- Gelaagdheid van identiteiten, met aandacht voor verschillende aspecten van identiteiten zoals gender, sociale, culturele, economische, regionale, nationale en internationale aspecten
- Dynamiek van identiteiten doorheen ruimte en tijd, met aandacht voor de eigen achtergrond en de persoonlijke beleving van tijd en ruimte 
- Relationeel karakter van identiteiten",,'- Zelfkennis over aspecten van de eigen identiteiten,,,beheersingsniveau begrijpen,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-7.1-4122266280,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-identiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.2,De leerlingen gaan respectvol en constructief om met individuen en groepen in een diverse samenleving.,Ja,,,,,,,,,,31/08/2015,,sec-7.2-3813952046,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.3,De leerlingen hanteren strategieën om respectvol en constructief om te gaan met individuen en groepen in een diverse samenleving.,Nee,,"'- Diversiteit in de samenleving, met aandacht voor meerdere aspecten van diversiteit zoals fysieke, cognitieve, sociale, culturele aspecten",'- Strategieën om respectvol en constructief om te gaan met elkaar,,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-7.3-2081111273,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.4,"De leerlingen lichten de mechanismen van vooroordelen, stereotypering, machtsmisbruik en groepsdruk toe.",Nee,,"'- Vooroordelen, stereotypering, machtsmisbruik en groepsdruk",,,,,beheersingsniveau begrijpen,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-7.4-48972604,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.5,De leerlingen hanteren strategieën om tot constructieve oplossingen voor conflictsituaties te komen.,Nee,,'- Conflicten en oplossingen,'- Strategieën om tot constructieve oplossingen voor conflicten te komen,,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,31/08/2015,,sec-7.5-3203140184,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.6,De leerlingen onderscheiden zowel onverdraagzaamheid als discriminatie in de samenleving.,Nee,,'- Onverdraagzaamheid en discriminatie,,,,,beheersingsniveau begrijpen,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-7.6-627479768,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,Geïnformeerd en beargumenteerd met elkaar in dialoog gaan.,7.7,"De leerlingen onderbouwen een eigen mening over maatschappelijke gebeurtenissen, thema’s en trends met betrouwbare informatie en geldige argumenten.",Nee,,"'- Feit en mening
- Realiteit en fictie
- Argumenten","'- Strategieën om een eigen mening te onderbouwen
- Manieren om met elkaar in dialoog te gaan","'- Eigen mening
- Reflectievaardigheden en -proces","'◦ Actuele maatschappelijke gebeurtenissen, thema's en trends",,beheersingsniveau toepassen,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-7.7-301818255,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-dialoog
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.8,"De leerlingen participeren actief in schoolse situaties, rekening houdend met de rechten en plichten van iedereen.",Ja,,,,,,,,,,31/08/2015,,sec-7.8-1645145514,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie
Secundair onderwijs,Gewoon,1ste graad,B-stroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.9,De leerlingen illustreren het belang van individuele en gezamenlijke acties en engagement voor de samenleving.,Nee,,'- Individuele en gezamenlijke acties en engagement voor de samenleving op lokaal en globaal niveau,,,,,beheersingsniveau begrijpen,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-7.9-2564755484,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie
