Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,Kenmerken en principes van vreemde talen begrijpen om ze in te zetten bij het communiceren.,3.12,"De leerlingen gebruiken kenmerken, mogelijkheden en principes van vreemde talen als communicatiemiddelen in functie van doelgerichte communicatie.",Nee,,"'(Onderstaande kenniselementen gelden voor het Frans of het Engels, afhankelijk van de keuze van het schoolbestuur om Frans of Engels aan te bieden. Waar gespecifieerd dat ze enkel voor het Frans gelde, door de aanduiding [F], zijn ze enkel van toepassingn indien het schoolbestuur voor het Frans kiest.)- Tekstopbouwende elementen: titel, tussentitel, alinea - Tekststructuur: inleiding, midden, slot - Structuuraanduiders: signaalwoorden en verwijswoorden - Benadrukte woorden, lay-out, afbeeldingen - Communicatiemodel: zender, boodschap, ontvanger, kanaal, context, doel - Effecten van non-verbaal gedrag (mondelinge productie en interactie) - Beleefdheidsconventies - Registers: familiair, neutraal; voor Frans met inbegrip van het gebruik van conditionnel de politesse en van ‘tu’ en ‘vous’ - Compenserende strategieën bij falende communicatie","'(Onderstaande kenniselementen gelden voor het Frans of het Engels, afhankelijk van de keuze van het schoolbestuur om Frans of Engels aan te bieden. Waar gespecifieerd dat ze enkel voor het Frans gelde, door de aanduiding [F], zijn ze enkel van toepassingn indien het schoolbestuur voor het Frans kiest.)- Receptie en interactie: herkennen van tekstopbouwende elementen, tekststructuren, structuuraanduiders en benadrukte woorden; onderscheiden van hoofd- en bijzaken aan de hand van bijvoorbeeld signaalwoorden en tekststructuur; gebruiken van lay-out, afbeeldingen en visuele ondersteunende elementen zoals bewegende beelden - Productie en interactie: gebruiken van gepaste beleefdheidsconventies bij de meest elementaire alledaagse taalhandelingen, registers en non-verbaal gedrag; gebruiken van conditionnel de politesse en van ‘tu’ en ‘vous’ [F] - Gebruiken van een communicatiemodel - Gebruiken van compenserende strategieën bij falende communicatie - Toepassen van reflectievaardigheden",,,,beheersingsniveau toepassen,,,,,,sec-3.12-1363684606,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taalsysteem
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,Inzicht hebben in vreemde talen als exponenten en delen van culturen en maatschappijen.,3.13,De leerlingen tonen interesse in culturele contexten waarin vreemde talen worden gebruikt.,Ja,,,,,,,,,,,,,sec-3.13-380484548,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taal-en-cultuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,Inzicht hebben in vreemde talen als exponenten en delen van culturen en maatschappijen.,3.14,De leerlingen illustreren bij het lezen en beluisteren van teksten aspecten van maatschappijen en culturen waarin de doeltaal wordt gesproken.,Nee,,"'- Enkele kenmerkende aspecten van maatschappijen en culturen waarin de doeltaal wordt gesproken (bv. op vlak van dagelijks leven, leefomstandigheden, lichaamstaal)
- Enkele mogelijke gevolgen van stereotiepe voorstellingen van maatschappijen en culturen waarin de doeltaal wordt gesproken
- Uniciteit en eigenheid van maatschappijen en culturen",'- Functioneel gebruiken van eindtermen 3.4 t.e.m. 3.6,,,,beheersingsniveau begrijpen,,,,,,sec-3.14-3404963501,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taal-en-cultuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,Literatuur in vreemde talen beleven.,3.15,De leerlingen staan open voor literaire teksten.,Ja,,,,,,,,,,,,,sec-3.15-1785881992,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-literatuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.1,De leerlingen hebben vertrouwen in hun eigen taalcompetentie.,Ja,,,,,,,,,,,,,sec-2.1-2178235842,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.2,"De leerlingen beleven plezier aan taal m.i.v. cultuur, lezen, spreken, interactie, schrijven en luisteren.",Ja,,,,,,,,,,,,,sec-2.2-1920253062,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.3,De leerlingen bepalen het onderwerp en de globale inhoud van geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,"'- Woordenschat: frequente en minder frequente woorden (zoals vaktaal), eenvoudig figuurlijk taalgebruik","'- Onderwerp
- Globale inhoud
- Doelgerichte informatieverwerking
- Doelgerichte communicatie","'- Toepassen van strategieën: met lees- en luisterdoel rekening houden; voorkennis activeren; inhoud voorspellen; vragen stellen; de vermoedelijke betekenis van onbekende woorden en zinnen afleiden uit de context, via taalverwantschap of op basis van woorddelen; bepalen of het achterhalen van de betekenis van een onbekend woord belangrijk is; talige hulpmiddelen gebruiken
- Functioneel gebruiken van eindtermen 2.11 en 2.12",,,"'* Herkenbare structuur 
* Gemiddelde informatiedichtheid
* Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, frequente en minder frequente woorden (zoals vaktaal) 
* Herkenbare samenhang en duidelijke verbanden
* Concrete tot vrij algemene inhoud
* Enkelvoudige en samengestelde zinnen
* Tekstsoorten: informatief, persuasief, argumentatief, opiniërend, prescriptief, narratief, apart of gecombineerd

Bijkomend voor mondelinge receptie
* Normaal spreektempo",beheersingsniveau analyseren,,,,,,sec-2.3-20710755,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.4,De leerlingen bepalen wat de hoofdgedachte en de hoofdpunten zijn in geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,'- Zie eindterm 2.3,"'- Hoofdgedachte
- Hoofdpunt
- Doelgerichte informatieverwerking
- Doelgerichte communicatie",'- Zie eindterm 2.3,,,'- Zie eindterm 2.3,beheersingsniveau analyseren,,,,,,sec-2.4-2666766630,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.5,De leerlingen selecteren relevante informatie in geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,'- Zie eindterm 2.3,"'- Relevante informatie
- Doelgerichte informatieverwerking
- Doelgerichte communicatie",'- Zie eindterm 2.3,,,'- Zie eindterm 2.3,beheersingsniveau analyseren,,,,,,sec-2.5-1829515932,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.6,"De leerlingen beoordelen informatie in gesproken en geschreven teksten op betrouwbaarheid, correctheid en bruikbaarheid in functie van doelgerichte informatieverwerking en communicatie.",Nee,'- Zie eindterm 2.3,"'- Doelgerichte informatieverwerking
- Doelgerichte communicatie
- Bruikbaarheid, correctheid en betrouwbaarheid
- Criteria om de bruikbaarheid, de correctheid en de betrouwbaarheid van bronnen en informatie te toetsen
- Intenties, opvattingen en waardeoordelen","'- Zie eindterm 2.3
- Toepassen van criteria om de bruikbaarheid, de correctheid en de betrouwbaarheid van informatie te toetsen
- Toepassen van reflectievaardigheden
- Hanteren van meerdere perspectieven (multiperspectiviteit)",,,'- Zie eindterm 2.3,beheersingsniveau evalueren,,,,,,sec-2.6-1347979278,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.7,De leerlingen nemen notities van mondelinge boodschappen in functie van doelgerichte communicatie.,Nee,"'- Woordenschat: frequente en minder frequente woorden (zoals vaktaal), eenvoudig figuurlijk taalgebruik","'- Notities
- Doelgerichte communicatie","'- Toepassen van strategieën: verkort noteren; met luisterdoel rekening houden; voorkennis activeren; naar bevestiging vragen; talige hulpmiddelen gebruiken
- Functioneel gebruiken van eindtermen 2.11 en 2.12",,,"'* Herkenbare structuur 
* Gemiddelde informatiedichtheid
* Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, frequente en minder frequente woorden zoals vaktaal
* Concrete tot vrij algemene inhoud
* Normaal spreektempo

Met inbegrip van kenmerken van notities
* De notities bevatten de belangrijkste elementen van de  beluisterde teksten en zijn duidelijk genoeg voor onmiddellijk of niet-onmiddellijk gebruik",beheersingsniveau creëren,,,,,,sec-2.7-2629429172,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.8,De leerlingen produceren schriftelijke en mondelinge teksten in functie van doelgerichte communicatie.,Nee,'- Woordenschat: gevarieerde woordenschat,'- Doelgerichte communicatie,"'- Toepassen van strategieën: met spreek- en schrijfdoel rekening houden; voorkennis activeren; met ontvanger rekening houden (zoals het gepast inzetten van lichaamstaal); talige hulpmiddelen gebruiken
- Functioneel gebruiken van eindtermen 2.11 en 2.12",,,"'* Herkenbare tekstopbouw 
* Gepaste en herkenbare tekststructuur: inleiding, midden, slot
* Herkenbare tekstverbanden o.m. door gebruik van gepaste signaalwoorden
* Concrete inhoud
* Gepast register (afgestemd op doel en doelpubliek)
* Tekstsoorten zoals informatief, persuasief, opiniërend, prescriptief, narratief, apart of gecombineerd
* Langere zinnen
* Gemiddelde informatiedichtheid

Bijkomend voor schriftelijke productie
* Gebruik van het Standaardnederlands, met aandacht voor spelling, interpunctie, woordkeuze, zinsbouw, helderheid, adequaatheid, correctheid en vlotheid
* Gepaste lay-out 

Bijkomend voor mondelinge productie
* Gepast gebruik van varianten van het Nederlands, waaronder het Standaardnederlands, met aandacht voor uitspraak, woordkeuze, zinsbouw, helderheid, adequaatheid, correctheid en vlotheid
* Tekstsoorten: argumentatief
* Gepaste, niet-storende lichaamstaal
* Met behulp van ondersteunende middelen",beheersingsniveau creëren,,,,,,sec-2.8-645610460,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.9,De leerlingen drukken zich op een creatieve manier uit.,Nee,,,"'- Hanteren van technieken om creatief met taal om te gaan zoals het gebruiken van lay-out, rijm, ritme, humor, het spelen met beeld en taal, het mixen van talen",,,,beheersingsniveau creëren,,,,,,sec-2.9-2768835509,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.10,De leerlingen nemen deel aan schriftelijke en mondelinge interactie in functie van doelgerichte communicatie.,Nee,'- Zie eindtermen 2.3 en 2.8,"'- Zie eindtermen 2.3 t.e.m. 2.5 en 2.8
- Overeenkomsten en verschillen tussen standaardtaal, regionale, sociale en situationele taalvariëteiten in het Nederlands","'- Zie eindtermen 2.3 en 2.8

Bijkomend
- Toepassen van strategieën: met de doelen van de van de interactie rekening houden, op wat de ander zegt of schrijft inspelen, de ander laten uitspreken, op een gepaste manier het woord vragen of nemen, elementen van lichaamstaal en intonatie herkennen en zelf doelgericht inzetten, het register op de gesprekspartner of correspondent afstemmen, taalgebruik aan de ontvanger aanpassen",,,"'Zie eindtermen 2.3 en 2.8
- Gebruik van beleefdheidsconventies",beheersingsniveau creëren,,,,,,sec-2.10-1060621424,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,Kenmerken en principes van het Nederlands begrijpen om ze in te zetten bij het communiceren.,2.11,De leerlingen gebruiken de belangrijkste regels en kenmerken van het Standaardnederlands als taalsysteem ter ondersteuning van doelgerichte informatieverwerking en communicatie.,Nee,,"'- Betekenisrelaties: letterlijk en figuurlijk
- Beeldspraak
- Vormen van humor: ironie, overdrijving, woordspeling
- Gevoelswaarde van woorden
- Hoofdletters
- Punt, komma, vraagteken, uitroepteken, dubbele punt, spatie, aanhalingsteken
- Werkwoorden: stam, uitgang
- Meervoud, enkelvoud
- Zelfstandig naamwoord, werkwoord, lidwoord
- Onderwerp, persoonsvorm","'- Uitdrukken van verleden, heden en toekomst
- Toepassen van spelling van frequente woorden met vast en veranderlijk woordbeeld
- Gebruiken van hoofdletters
- Gebruiken van interpunctietekens: punt, komma, vraagteken, uitroepteken, dubbele punt, spatie, aanhalingsteken
- Gebruiken van congruentie
- Gebruiken van woordvolgorde
- Gebruiken van talige hulpmiddelen",,,,beheersingsniveau toepassen,,,,,,sec-2.11-4183773616,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-taalsysteem
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,Kenmerken en principes van het Nederlands begrijpen om ze in te zetten bij het communiceren.,2.12,"De leerlingen gebruiken kenmerken, mogelijkheden en principes van het Standaardnederlands als communicatiemiddel in functie van doelgerichte communicatie.",Nee,,"'- Tekstopbouwende elementen: titel, tussentitel, alinea
- Tekststructuren: inleiding, midden, slot  
- Structuuraanduiders: signaalwoorden en verwijswoorden
- Benadrukte woorden, lay-out, afbeeldingen
- Tekstverbanden zoals chronologisch, oorzakelijk, voordelen-nadelenverband, opsommend, vergelijkend, concluderend
- Teksttypes
- Communicatiemodel: zender, boodschap, ontvanger, kanaal, doel
- Verbale en non-verbale communicatie
- Effecten van non-verbaal gedrag (mondelinge productie en interactie)
- Beleefdheidsconventies zoals de ander laten uitspreken, op een gepaste manier het woord vragen of nemen
- Taalhandelingen zoals beweren, meedelen, beloven, om informatie vragen, verzoeken, zich verontschuldigen, waarschuwen, groeten, bedanken
- Registers van formeel tot informeel
- Vaktaal
- Elementen van argumentatieleer: feit en mening, standpunt, argument en tegenargument, conclusie 
- Elementen van mondelinge argumentatie: feit en mening, standpunt, argument en tegenargument, conclusie
- Tekstdoelen
- Compenserende strategieën bij falende communicatie","'- Receptie en interactie: herkennen van tekstopbouwende elementen, tekststructuren, structuuraanduiders, benadrukte woorden, tekstverbanden en teksttypes; onderscheiden van hoofd- en bijzaken en reconstrueren van de gedachtegang; gebruiken van visuele ondersteunende elementen zoals bewegende beelden; bepalen van tekstdoel
- Productie en interactie: gepast gebruiken van tekststructuren, structuuraanduiders, benadrukte woorden, tekstverbanden, beleefdheidsconventies, registers, non-verbaal gedrag en visuele ondersteunende elementen; gebruiken van taalhandelingen; gebruiken van standpunt, argument, tegenargument en conclusie; respecteren van conventies m.b.t. teksttypes 
- Gebruiken van een communicatiemodel 
- Gebruiken van compenserende strategieën bij falende communicatie 
- Toepassen van reflectievaardigheden",,,,beheersingsniveau toepassen,,,,,,sec-2.12-848500674,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-taalsysteem
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Inzicht hebben in taal, in het bijzonder het Nederlands, als exponent en deel van een cultuur en een maatschappij.",2.13,"De leerlingen gaan respectvol om met overeenkomsten en verschillen in taaluitingen, taalvariëteiten en talen.",Ja,,,,,,,,,,,,,sec-2.13-2097310820,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-taal-en-cultuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,"Inzicht hebben in taal, in het bijzonder het Nederlands, als exponent en deel van een cultuur en een maatschappij.",2.14,De leerlingen illustreren de relatie tussen taal en  identiteitsvorming.,Nee,,"'- Beleefdheidsconventies en registers
- Overeenkomsten en verschillen tussen standaardtaal, regionale, sociale en situationele taalvariëteiten in het Nederlands 
- Stereotypering
- Relatie tussen taal(gebruik) en identiteit
- Taal als factor van exclusie en inclusie",,'- Relatie tussen eigen taal(gebruik) en identiteit,,,beheersingsniveau begrijpen,,,,,,sec-2.14-4075429005,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-taal-en-cultuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,Literatuur in het Nederlands beleven.,2.15,"De leerlingen verwoorden hun gedachten en gevoelens bij het lezen, beluisteren en bekijken van literaire teksten.",Nee,,'- Literaire teksten,'- Functioneel gebruiken van eindtermen 2.3 t.e.m. 2.5 en 2.8,"'- Eigen gedachten en gevoelens zoals waarom sommige aspecten van de tekst aanspreken, waarom men zich identificeert met een bepaald personage, in welke zin men gelijkaardige ervaringen zelf al heeft meegemaakt, waarom de tekst een bepaalde emotionele reactie teweegbrengt, waarom de uitdrukkingsvorm of stijl aanspreekt",,,beheersingsniveau creëren,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,,,,sec-2.15-589862710,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-literatuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,2. Competenties in het Nederlands,,Eindtermen,Bouwsteen,Literatuur in het Nederlands beleven.,2.16,De leerlingen treden in mondelinge interactie over de relevantie van literaire teksten voor hun leefwereld.,Nee,,"'- Maatschappelijke en socio-culturele contexten zoals stad-platteland, thuistaal, gender
- Het belang van literaire teksten in de samenleving","'- Functioneel gebruiken van eindtermen 2.3 t.e.m. 2.5, 2.8 en 2.10
    
Bijkomend
- Het linken van thematiek aan de relevantie voor hun leefwereld 
- Toepassen van strategieën zoals meerdere perspectieven hanteren (multiperspectiviteit)",'- De betekenis van de literaire teksten voor hun eigen leefwereld,,,beheersingsniveau creëren,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,,,,sec-2.16-3752539769,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-literatuur
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,10. Competenties inzake duurzaamheid,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de bouw, structuur en eigenschappen van materie in levende en niet-levende systemen.",6.7,"De leerlingen brengen informatie uit product- en materiaallabels in verband met bewust gebruik op het vlak van veiligheid, gezondheid en leefmilieu.",Nee,'- Namen en symbolen van labelspecifieke stoffen en eenheden in verschillende domeinen,"'- Chemische eigenschappen en risico’s van oplosmiddelen en zuren
- Herkomst en duurzaamheid van stoffen
- Dosis en concentratie van stoffen in relatie tot gebruik
- Functies van voedingsbestanddelen",,,"'◦ De eindterm wordt met context gerealiseerd.◦ Volgende stoffen komen aan bod- Oplosmiddelen en zuren zoals aceton, ethanol, water, thinner, terpentine, wasbenzine, zoutzuur, azijnzuur, citroenzuur- Voedingsbestanddelen zoals eiwitten, vetten, suikers, vitaminen, mineralen, additieven.",,beheersingsniveau begrijpen,,,,,,sec-6.7-2189309451,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-duurzaamheid,http://ilearn.ilabt.imec.be/vocab/curr1/s-chemie
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,10. Competenties inzake duurzaamheid,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.8,De leerlingen beargumenteren duurzaam energie- en grondstoffengebruik.,Nee,'- Namen van relevante grondstoffen voor productieprocessen,"'- Duurzaam energie- en grondstoffengebruik
- Take-make-waste principe, cradle to cradle principe
- CO₂- neutrale productie
- Herkomst, toepassingen, eigenschappen van grondstoffen in functie van recycleerbaarheid",'- Systeemdenken,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau evalueren,,,,,,sec-6.8-407708778,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-duurzaamheid,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,10. Competenties inzake duurzaamheid,,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.9,De leerlingen gebruiken de concepten rendement en vermogen kwalitatief en kwantitatief om energieomzettingen in systemen te beschrijven.,Nee,"'- Energie, vermogen, rendement
- Mechanische energie, chemische energie, thermische energie, stralingsenergie, elektrische energie","'- Verbanden tussen energie, rendement en vermogen inclusief formules of woordformules 
- Soorten energie: mechanische energie, chemische energie, thermische energie, stralingsenergie, elektrische energie
- Wet van behoud van energie, energiebalans","'- Kwalitatief opstellen van de energiebalans bij een energieomzetting
- Berekenen van vermogen, energie en rendement a.d.h.v. formules of woordformules",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,,,sec-6.9-2982155451,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-duurzaamheid,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,bso,Finaliteit arbeidsmarkt,10. Competenties inzake duurzaamheid,,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.15,"De leerlingen werken op een veilige en duurzame manier met materialen, chemische stoffen en technische en biologische systemen.",Nee,'- Veiligheidspictogrammen,'- H/P-zinnen,"'- Gebruiken en indien nodig onderhouden van technische systemen zoals handwerkgereedschappen,  glaswerk, meetinstrumenten, computers.
- Gebruiken van informatie zoals richtlijnen i.v.m. het omgaan met chemisch en biologisch afval, instructiekaarten, pictogrammen, symbolen, onderhoudsvoorschriften, handleidingen en (werk)tekeningen",,,,beheersingsniveau toepassen,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",,,,sec-6.15-1408833452,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-duurzaamheid,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
