Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen,Verwant wetenschapsdomein
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Modelleren en problemen oplossen door analyseren, (de)mathematiseren of aanwenden van heuristieken.",6.13,De leerlingen lossen problemen op door te mathematiseren en demathematiseren en door gebruik te maken van heuristieken.,Nee,,'- Wiskundige concepten uit eindtermen van de tweede graad dubbele finaliteit,"'- Toepassen van wiskundige concepten en vaardigheden uit eindtermen van de tweede graad dubbele finaliteit
- Toepassen van heuristieken
- Mathematiseren en demathematiseren
- Invoeren van een variabele
- Toepassen van reflectievaardigheden: evalueren van het proces en de oplossing
- Beargumenteren van de oplossingsmethode",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau analyseren,,,,31/08/2017,,sec-6.13-893310338,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-modelleren-en-heuristiek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de bouw, structuur en eigenschappen van materie in levende en niet-levende systemen.",6.14,De leerlingen onderzoeken stoffen in het dagelijkse leven aan de hand van stofeigenschappen en scheidingstechnieken.,Nee,"'- Zuivere stof, mengsel
- Stofeigenschap
- Massadichtheid, smeltpunt, kookpunt
- Scheidingstechniek","'- Onderscheid tussen een zuivere stof, een bestanddeel en een mengsel
- Zuivere stoffen, mengsels en scheidingstechnieken in het dagelijkse leven 
- Soorten mengsels: homogene en heterogene mengsels zoals aerosols (rook, nevel), oplossing, schuim, suspensie, emulsie
- Stofeigenschappen: massadichtheid, kookpunt, smeltpunt, deeltjesgrootte en andere zoals geleidbaarheid, oplosgedrag van stoffen
- Principe van scheidingstechnieken: filtreren, decanteren, centrifugeren, destilleren, uitdampen, zeven","'- Kiezen van de geschikte scheidingstechniek(en) om bestanddelen uit mengsels te scheiden
- Uitvoeren van scheidingstechnieken zoals filtreren, decanteren, centrifugeren, destilleren, uitdampen, zeven",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau analyseren,,,,31/08/2017,,sec-6.14-4113015027,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-chemie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de bouw, structuur en eigenschappen van materie in levende en niet-levende systemen.",6.15,De leerlingen gebruiken een atoommodel om de structuur van atomen te beschrijven.,Nee,"'- Namen en symbolen van elementaire deeltjes: proton, neutron, nucleonen, elektron
- Symbolische voorstelling van een atoom met atoomnummer en massagetal","'- Atoomkern
- Energieniveau
- Massagetal en atoomnummer",'- Gebruiken van het PSE,,'◦ De eerste 18 elementen van het PSE komen aan bod.,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.15-4143136520,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-chemie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de bouw, structuur en eigenschappen van materie in levende en niet-levende systemen.",6.16,De leerlingen interpreteren chemische formules in termen van atomen en moleculen.,Nee,"'- Namen en symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be","'- Molecule als samenstelling van atomen
- Chemische formule: brutoformule
- Onderscheid tussen een index en een coëfficiënt",,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.16-446981803,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-chemie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.17,"De leerlingen gebruiken de wet van behoud van energie kwalitatief en kwantitatief om energieomzettingen, rendement en vermogen in systemen te beschrijven.",Nee,"'- Energie, vermogen, rendement
- Gravitationele energie, elastische energie, kinetische energie, chemische energie, thermische energie, stralingsenergie, kernenergie, elektrische energie
- Wet van behoud van energie
- Formules 
‣ Gemiddeld vermogen P=ΔE/Δt 
‣ Rendement η=Enuttig/Etotaal","'- Verbanden tussen energie, rendement en vermogen inclusief formules voor gemiddeld vermogen P=ΔE/Δt en rendement η=Enuttig/Etotaal
- Soorten energie: gravitationele energie, elastische energie, kinetische energie, chemische energie, thermische energie, stralingsenergie, kernenergie, elektrische energie 
- Wet van behoud van energie, energiebalans
- Energiedissipatie, open en geïsoleerde systemen
- Energie-eenheden die niet in het SI voorkomen: kilowattuur, kilocalorie","'- Omvormen van formules: één variabele uitdrukken in functie van de andere
- Berekeningen maken m.b.t. vermogen, energie en rendement
- Kwalitatief opstellen van de energiebalans bij een energieomzetting",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.17-407277678,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.18,De leerlingen gebruiken concepten met betrekking tot thermodynamica om fenomenen en toepassingen ervan uit het dagelijkse leven te verklaren.,Nee,"'- Temperatuur, thermische energie, warmte 
- Thermisch evenwicht","'- Temperatuur, thermische energie, warmte en kwalitatieve verbanden ertussen
- Warmtebalans, thermisch evenwicht
- Temperatuursveranderingen en faseovergangen aan de hand van het deeltjesmodel
- Veiligheidsaspecten",'- Gebruiken van concepten om fenomenen en toepassingen ervan te verklaren,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.18-2978623408,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.19,De leerlingen interpreteren chemische reacties in termen van materie- en energieuitwisselingen aan de hand van waarnemingen en voorbeeldreacties uit het dagelijkse leven.,Nee,"'- Courante triviale namen van stoffen zoals zuurstofgas, zoutzuur, ammoniak, soda, koolzuur, stikstofgas, alcohol, azijnzuur, ozon
- Namen en chemische formules van stoffen: CO, CO₂, H₂O, O₂ en andere zoals O₃, NaCl, N₂, CH₄, NH₃","'- Principe van een chemische reactie als een herschikking van atomen en vorming van nieuwe stoffen
- Voorstellingswijze van een chemische reactie
- Reagentia en reactieproducten
- Onderscheid tussen een index en een coëfficiënt
- Wet van behoud van massa
- Onderscheid tussen een exo-energetische en een endo-energetische reactie
- Energiediagram",,,"'◦ De eindterm wordt met contexten van verschillende stofklassen zoals zuren, basen, oxidatiemiddelen, metalen, niet-metalen en edelgassen gerealiseerd.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.19-3750303009,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.20,De leerlingen gebruiken concepten met betrekking tot mechanica om fenomenen en toepassingen ervan uit het dagelijkse leven te verklaren.,Nee,"'- Kracht, snelheid, versnelling
- Vector, grootte, richting, zin, aangrijpingspunt
- Druk, hydrostatische druk, atmosferische druk
- Decibel
- Formule voor druk p=F/A","'- Kracht en beweging
‣ Kracht, snelheid en versnelling
‣ Kracht en snelheid als vectoriële grootheden
‣ Grootte, richting, zin, aangrijpingspunt
‣ Resulterende kracht
‣ Eerste wet van Newton
‣ Tweede wet van Newton: dynamische effecten van een kracht: versnellen, vertragen, van richting veranderen
- Druk
‣ Druk als grootte van de kracht per oppervlakte inclusief formule p=F/A
‣ Hydrostatische druk, atmosferische druk 
‣ Beginsel van Pascal
- Geluid
‣ Principe van de decibelschaal
‣ Geluidssnelheid
- Veiligheidsaspecten","'- Gebruiken van concepten om fenomenen en toepassingen ervan te verklaren 
- Omvormen van formules: één variabele uitdrukken i.f.v. de andere
- Tekenen van krachten als vectoren
- Werken met vectoriële grootheden
‣ Bepalen van de richting en de zin van een vectoriële grootheid
‣ Grafisch samenstellen van vectoren in één en twee dimensies, zonder berekeningen",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.20-2362829360,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.21,De leerlingen gebruiken concepten met betrekking tot optica om fenomenen en toepassingen ervan uit het dagelijkse leven te verklaren.,Nee,"'- Weerkaatsing, breking","'- Rechtlijnige voortplanting van het licht
- Weerkaatsing, breking
- Veiligheidsaspecten",'- Gebruiken van concepten om fenomenen en toepassingen ervan te verklaren,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.21-3917619039,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in de basiseigenschappen van levende systemen.,6.22,De leerlingen leggen aan de hand van een voorbeeld biologische feedback uit.,Nee,"'- Positieve feedback, negatieve feedback","'- Rol en werking van organen in een feedbacksysteem
- Principe van biologische feedback",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.22-4184708716,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-biologie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in de basiseigenschappen van levende systemen.,6.23,De leerlingen leggen de rol van micro-organismen uit.,Nee,"'- Virus, bacterie, schimmel 
- Antibiotica","'- Diversiteit van micro-organismen: virussen, bacteriën en schimmels
- Antibiotica en antibioticaresistentie
- Microbioom
- De rol van micro-organismen in verschillende domeinen zoals ecologie, geneeskunde, industriële productie, voedingstechnologie, biotechnologie",,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.23-1045892159,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-biologie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in de basiseigenschappen van levende systemen.,6.24,De leerlingen bespreken bij de mens de bevruchting en factoren die de ontwikkeling van embryo en foetus beïnvloeden.,Nee,"'- Eicel, zaadcel","'- Stamcel, eicel, zaadcel
- Zygote, embryo, foetus
- Beïnvloedende factoren: gezondheidsgedrag, leefmilieu",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.24-1124891999,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-biologie,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in technische systemen en processen en hun relatie tot verschillende technologische domeinen en tot andere domeinen (wetenschappen, wiskunde …).",zie eindterm,6.30,Nee,,,,,,,,,,,31/08/2017,,,http://ilearn.ilabt.imec.be/vocab/ondniv/,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-technologisch-inzicht,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Technische systemen ontwerpen, realiseren, in gebruik nemen en evalueren rekening houdend met fundamentele maatschappelijke, wetenschappelijke en technologische aspecten.",zie eindtermen,"6.25, 6.26, 6.31 en 6.32",Nee,,,,,,,,,,,31/08/2017,,,http://ilearn.ilabt.imec.be/vocab/ondniv/,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-technologie-en-technieken,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.25,"De leerlingen gebruiken met de nodige nauwkeurigheid meetinstrumenten en hulpmiddelen om te observeren, te meten, te experimenteren en te onderzoeken in wiskundige, natuurwetenschappelijke, technologische en STEM-contexten.",Nee,,'- Hulpmiddelen en meetinstrumenten verbonden aan eindtermen van de tweede graad dubbele finaliteit,"'- Gebruiken van hulpmiddelen en meetinstrumenten verbonden aan eindtermen van de tweede graad dubbele finaliteit zoals gereedschappen, weegschaal, meetlat, maatbeker, chronometer",,,,beheersingsniveau toepassen,,"Een vaardigheid zelfstandig uitvoeren: bewegingen/handelingen worden meer automatisch uitgevoerd, zijn vloeiend, betrouwbaar en efficiënt. Essentiële elementen van de beweging/handeling zijn regelmatig aanwezig.",,31/08/2017,,sec-6.25-1866874566,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.26,"De leerlingen werken op een veilige en duurzame manier met materialen, chemische stoffen en technische en biologische systemen.",Nee,'- Veiligheidspictogrammen,'- H/P-zinnen,"'- Gebruiken en indien nodig onderhouden van technische systemen zoals handwerkgereedschappen, glaswerk, meetinstrumenten, computers
- Gebruiken van informatie zoals instructiekaarten, pictogrammen, symbolen, onderhoudsvoorschriften, handleidingen en (werk)tekeningen
- Toepassen van goede praktijken zoals 
‣ Ordelijk werken, productetiketten interpreteren 
‣ Alert zijn voor energie die kan vrijkomen onder de vorm van warmte, geluid, straling, elektriciteit
- Omgaan met chemisch en biologisch afval",,,,beheersingsniveau toepassen,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",,31/08/2017,,sec-6.26-1408833452,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.27,"De leerlingen gebruiken op een gepaste manier meetwaarden, grootheden en eenheden in wiskundige, natuurwetenschappelijke, technologische en STEM-contexten.",Nee,'- Symbolen van grootheden en (SI-) eenheden uit eindtermen van de tweede graad dubbele finaliteit,'- Meetnauwkeurigheid,"'- Gebruiken van relevante symbolen van grootheden en (SI-) eenheden uit eindtermen van de tweede graad dubbele finaliteit
- Herleiden van courante eenheden
- Schatten van grootheden aan de hand van referentiepunten",,,,beheersingsniveau toepassen,,,,31/08/2017,,sec-6.27-1741261119,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.28,De leerlingen onderzoeken verbanden tussen grootheden op kwantitatieve wijze.,Nee,'- Namen en symbolen van grootheden en eenheden uit eindtermen van de tweede graad dubbele finaliteit,"'- Recht en omgekeerd evenredig verband
- Lineair verband, kwadratisch verband van de vorm f(x)= ax² (met a ∈ ℝ₀)","'- Opstellen en interpreteren van grafieken en formules
- Omvormen van formules: één variabele uitdrukken in functie van de andere",,'◦ De eindterm wordt met context gerealiseerd.◦ Verbanden tussen grootheden zoals tussen massa en volume of inhoud komen aan bod.,,beheersingsniveau analyseren,,,,31/08/2017,,sec-6.28-3988384702,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.29,De leerlingen passen een wetenschappelijke methode toe om kennis te ontwikkelen en om vragen te beantwoorden.,Nee,,"'- Wiskundige, natuurwetenschappelijke en technologische concepten uit eindtermen van de tweede graad dubbele finaliteit
- Wetenschappelijke methode","'- Definiëren en afbakenen van de probleemstelling
- Formuleren van een onderzoeksvraag  en hypothese
- Opstellen en uitvoeren van een onderzoeksplan en experiment
- Waarnemen en verzamelen van data
- Analyseren van data
- Conclusies trekken op basis van data die grafisch en op andere manieren worden weergegeven: grafieken, tabellen en diagrammen
- Formuleren van conclusie(s) als verklaring of antwoord op de oorspronkelijke onderzoeksvraag
- Reflecteren en communiceren over de gekozen methodologie en resultaten",,,,beheersingsniveau analyseren,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",,31/08/2017,,sec-6.29-1461280977,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.30,De leerlingen analyseren natuurlijke en technische systemen aan de hand van aangereikte STEM-concepten.,Nee,,"'- Wiskundige, natuurwetenschappelijke en technologische concepten uit eindtermen van de tweede graad dubbele finaliteit
- Natuurlijke en technische systemen
- STEM-concepten (cross-cutting concepts)
‣ Energie, materie en informatie
‣ Oorzaak en gevolg, terugkoppeling 
‣ Patronen
‣ Verhouding en hoeveelheid 
‣ Stabiliteit en verandering 
‣ Structuur en functie 
‣ Systemen en modellen","'- Identificeren van het behoud en omzetting van materie, energie of informatie in en tussen systemen
- Identificeren van (causale) verbanden en terugkoppeling om te verklaren en te voorspellen
- Herkennen van regelmaat om gegevens te ordenen en systemen te evalueren
- Herkennen van de invloed van schaal, proportie en aantal op de eigenschappen van systemen
- Bepalen van de invloed van verstoringen op systemen, terugkoppeling
- Leggen van de relatie tussen de vorm en de opbouw van dat systeem met de eigenschappen en de functie van dit systeem en vice versa
- Benaderend weergeven van fenomenen door af te bakenen en te modelleren",,,,beheersingsniveau analyseren,,,,31/08/2017,,sec-6.30-3641193307,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.31,De leerlingen ontwerpen een oplossing voor een probleem door concepten en praktijken uit verschillende STEM-disciplines geïntegreerd aan te wenden.,Nee,,"'- Wiskundige, natuurwetenschappelijk, technologische en STEM- concepten uit eindtermen van de tweede graad dubbele finaliteit","'- Toepassen van probleemoplossende strategieën&gt; Definiëren van het probleem&gt; Bepalen van criteria voor de oplossing&gt; Identificeren van deelproblemen en erbij horende wiskundige, wetenschappelijke of technologische concepten&gt; Bedenken van mogelijke oplossingen voor deelproblemen&gt; Testen, evalueren en bijsturen van de totaaloplossing&gt; Toepassen van wiskundige, natuurwetenschappelijke, technologische en STEM- concepten en praktijken om deelproblemen op te lossen&gt; Integreren van deeloplossingen&gt; Testen, evalueren en bijsturen van de totaaloplossing",,'◦ Elke STEM-discipline komt ten minste één maal geïntegreerd aan bod.,,beheersingsniveau creëren,,,,31/08/2017,,sec-6.31-1027412927,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.32,De leerlingen beargumenteren vanuit verschillende invalshoeken keuzes bij het gebruik van technische systemen.,Nee,,"'- Wiskundige, natuurwetenschappelijke en technologische concepten uit eindtermen van de tweede graad dubbele finaliteit
- Invalshoeken zoals ecologisch, ethisch, cultureel, technisch, economisch, maatschappelijk",'- Toepassen van criteria om een geschikte keuze te bepalen,'- Eigen normen en waarden,,,beheersingsniveau evalueren,"Voorkeur tonen voor en belang hechten aan waarden, opvattingen, gedragingen, gebeurtenissen, informatie, taken, strategieën,…",,,31/08/2017,,sec-6.32-207353317,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
Secundair onderwijs,Gewoon,2de graad,"kso, tso",Dubbele finaliteit,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.33,De leerlingen leggen aan de hand van concrete maatschappelijke uitdagingen de wisselwerking tussen STEM-disciplines onderling en tussen STEM-disciplines met de maatschappij uit.,Nee,,"'- Wiskundige, natuurwetenschappelijke en technologische concepten uit eindtermen van de tweede graad dubbele finaliteit
- Relatie tussen maatschappelijke behoeften, keuzes en STEM-toepassingen
- Dynamiek tussen de STEM-disciplines onderling
- Wiskunde, wetenschappen en technologie als onderdeel van de culturele ontwikkeling
- Belang van interdisciplinariteit en multiperspectiviteit bij het aanpakken van de grote uitdagingen
- Systeemdenken",,,"'◦ Contexten zoals klimaatverandering, hernieuwbare energie, zorg en gezondheid, onderwijs, watervoorziening, mobiliteit, leefbare en duurzame steden, oceaanvervuiling komen aan bod.◦ De duurzame ontwikkelingsdoelen zoals geformuleerd door de internationale gemeenschap worden aangereikt (SDG's, sustainable development goals).",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-6.33-3032657561,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-dubbel,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek,
